monto_pesos,hora_dia,distancia_residencia_km,ingreso_mensual_pesos,fraude
354221.0,11,0.5,5244555.0,0
206726.0,21,5.75,6309948.0,0
36305.0,15,13.44,2855573.0,0
36935.0,8,6.65,3221427.0,0
10964.0,5,3.17,1288050.0,0
300896.0,20,4.94,10256518.0,0
193687.0,15,5.43,4797076.0,0
164670.0,21,15.51,3078280.0,0
78640.0,19,12.84,2889866.0,0
160943.0,8,6.34,3588212.0,0
20978.0,11,19.74,1957053.0,1
143165.0,15,12.02,3272039.0,0
56460.0,10,1.9,1684809.0,0
51317.0,11,3.73,3680855.0,0
65835.0,21,3.16,1928229.0,0
48683.0,16,18.12,4582087.0,0
407671.0,20,11.22,2620634.0,0
173552.0,11,5.16,3246020.0,0
478346.0,19,2.54,14269264.0,0
71696.0,11,5.49,4357714.0,0
373806.0,15,3.09,3244333.0,0
92966.0,16,16.63,2869200.0,0
102902.0,9,14.29,1581036.0,0
102096.0,14,2.53,5083200.0,0
469571.0,21,7.48,6759210.0,0
37521.0,17,16.52,2900882.0,0
381914.0,10,1.98,7041581.0,0
110239.0,8,4.41,2632323.0,0
20553.0,1,6.87,1055949.0,0
69583.0,19,4.9,1954899.0,0
73299.0,8,1.31,1565607.0,0
26517.0,7,7.09,2407581.0,0
76052.0,10,12.76,3952937.0,0
47555.0,1,12.61,1679815.0,0
66692.0,10,17.35,2679110.0,0
28289.0,5,10.82,3124465.0,0
25505.0,11,7.29,1870964.0,0
13505.0,17,6.25,1698073.0,0
75138.0,17,10.68,2937533.0,0
106535.0,15,3.89,4524118.0,0
52237.0,9,1.34,2009416.0,0
34162.0,21,1.54,1852163.0,0
40452.0,14,7.67,2590705.0,0
11334.0,7,9.56,3284095.0,0
208099.0,15,4.6,2077074.0,0
25255.0,22,6.6,2329930.0,0
26879.0,20,3.68,2465567.0,0
14582.0,11,1.65,1541004.0,0
45475.0,8,8.55,2539517.0,0
28723.0,20,11.6,2057709.0,0
261596.0,13,26.14,6689128.0,0
119354.0,19,7.29,2106635.0,0
76392.0,17,5.0,3600348.0,0
94439.0,16,8.98,3449933.0,0
35028.0,20,13.49,1513919.0,0
37694.0,20,8.94,1408742.0,0
94776.0,23,9.41,2191535.0,0
125065.0,10,2.53,4031083.0,0
53708.0,18,4.5,2042833.0,0
54560.0,5,1.81,1951766.0,0
47702.0,20,2.0,900000.0,0
120235.0,15,9.46,2250963.0,0
395342.0,15,1.22,3325044.0,0
63535.0,7,4.83,3575830.0,0
44180.0,11,13.14,3545486.0,0
146958.0,8,8.91,2338021.0,0
29216.0,20,15.85,2471147.0,0
145990.0,15,4.14,4425447.0,0
57659.0,7,5.72,2598615.0,0
30545.0,12,5.42,900000.0,0
273116.0,7,15.3,4906813.0,0
39881.0,16,7.42,1547894.0,0
66702.0,16,1.0,5965711.0,0
111686.0,4,2.19,7109275.0,0
206773.0,12,1.28,4258688.0,0
116060.0,7,10.39,4603805.0,0
162345.0,15,3.98,7778851.0,0
33913.0,12,1.37,1527223.0,0
43134.0,9,12.72,3219538.0,0
26674.0,8,15.65,3193463.0,0
55567.0,17,12.19,1644949.0,0
485745.0,23,8.16,8466492.0,0
65023.0,9,13.41,2034476.0,0
51559.0,19,7.6,1872799.0,0
108364.0,13,2.1,3244179.0,0
630606.0,15,0.49,4936883.0,0
14545.0,18,11.58,2011828.0,0
155265.0,8,7.68,2013466.0,0
210171.0,7,6.08,3694626.0,0
44762.0,10,12.9,1278300.0,0
22488.0,18,1.9,1830698.0,0
44612.0,9,13.9,1765776.0,0
164079.0,17,14.63,2205018.0,0
92891.0,15,4.92,2589262.0,0
248067.0,14,15.03,7720924.0,0
72058.0,7,1.8,4612029.0,0
73401.0,16,3.41,2834707.0,0
84012.0,14,2.48,2474488.0,0
275929.0,17,3.58,4529052.0,0
273203.0,11,3.38,3543941.0,0
61911.0,15,4.8,4571239.0,0
100704.0,2,6.81,5984398.0,0
14006.0,13,5.09,1608204.0,0
31656.0,11,6.41,900000.0,0
32832.0,21,11.57,2766625.0,0
35600.0,17,6.45,2925084.0,0
403435.0,23,4.75,3278375.0,0
207069.0,12,6.39,2014289.0,0
63385.0,10,15.94,2463734.0,0
43103.0,15,7.61,3807316.0,0
83780.0,15,20.93,3921705.0,0
120110.0,10,6.55,5822081.0,0
19083.0,14,4.62,900000.0,0
5000.0,7,0.79,1130723.0,0
126757.0,20,10.93,6256914.0,0
124873.0,7,0.81,3912312.0,0
136307.0,21,5.36,4331910.0,0
18506.0,14,0.66,2393988.0,0
35193.0,16,13.96,2157249.0,0
116752.0,14,13.13,3125241.0,0
18347.0,8,6.2,1669854.0,0
26032.0,16,10.13,1206870.0,0
41924.0,15,4.31,1520145.0,0
21979.0,9,1.99,2985326.0,0
209849.0,17,1.26,3975198.0,0
28164.0,22,5.56,6943542.0,0
136965.0,12,5.04,3435358.0,0
15722.0,18,6.42,3630984.0,0
155710.0,9,2.5,7085829.0,0
71791.0,11,2.05,1826605.0,0
31794.0,20,13.33,1652037.0,0
43538.0,11,7.21,2082891.0,0
41547.0,14,9.61,2655668.0,0
56492.0,7,5.57,8519853.0,0
29492.0,19,5.88,2311178.0,0
105724.0,14,5.86,5746160.0,0
172384.0,8,9.58,2159023.0,0
148298.0,15,5.89,3668924.0,0
102175.0,21,11.99,4072853.0,0
104256.0,9,3.07,3753705.0,0
129410.0,10,1.51,4232086.0,0
152149.0,7,4.41,1916782.0,0
131250.0,10,12.85,6237007.0,0
272769.0,16,7.77,4802637.0,1
54982.0,17,1.22,1903294.0,0
21772.0,9,9.25,3697989.0,0
12949.0,20,5.41,1551746.0,0
42141.0,13,1.56,2950028.0,0
73141.0,21,9.88,1470382.0,0
19142.0,21,3.03,4156698.0,0
99822.0,11,9.31,14296625.0,0
221077.0,14,6.07,6287612.0,0
329924.0,8,3.49,4185173.0,0
19578.0,21,3.89,1704105.0,1
168941.0,19,1.19,3451336.0,0
24984.0,9,6.87,5371597.0,0
97630.0,19,5.42,2667145.0,0
89299.0,11,5.2,3006338.0,0
23459.0,16,5.14,1102666.0,0
30647.0,15,6.25,1749164.0,0
22233.0,9,3.26,1013111.0,0
292219.0,14,1.18,8025126.0,0
61830.0,18,6.57,3631214.0,0
114136.0,21,10.63,4171182.0,0
69811.0,18,11.67,2504615.0,0
42840.0,20,10.71,1253894.0,0
34924.0,9,6.68,3084543.0,0
122510.0,12,6.63,1972991.0,0
133941.0,17,2.51,1642493.0,0
92762.0,18,2.28,2886646.0,0
163718.0,12,11.34,2974332.0,0
102381.0,12,8.99,2535393.0,0
151914.0,8,2.07,1829004.0,0
27629.0,16,9.14,1628065.0,0
87236.0,8,6.27,2809751.0,0
82578.0,14,3.29,5484831.0,0
102339.0,16,8.79,1158642.0,0
138618.0,13,3.74,1950663.0,0
170060.0,12,8.07,2560807.0,0
255992.0,9,7.06,2565911.0,0
25936.0,18,1.72,2021014.0,0
74443.0,16,4.82,8087325.0,0
69967.0,12,8.38,3488629.0,0
108361.0,13,13.15,1628499.0,0
82452.0,15,6.55,994463.0,0
42503.0,9,11.67,2547053.0,0
136451.0,7,2.51,6317523.0,0
82705.0,8,9.13,3113169.0,0
18510.0,18,4.09,900000.0,0
5000.0,18,12.51,1312982.0,0
97817.0,12,14.06,2995837.0,0
109040.0,7,20.92,5036972.0,0
79868.0,18,17.11,3025905.0,0
224697.0,16,4.74,3039615.0,0
85251.0,15,0.57,5051915.0,0
126316.0,16,8.72,5587650.0,0
12541.0,16,7.8,1930015.0,0
96004.0,7,18.52,3562792.0,0
14121.0,11,5.32,1653772.0,0
116785.0,12,6.58,1548840.0,0
63679.0,20,6.3,3869815.0,0
54269.0,9,12.19,1279830.0,0
154087.0,15,8.82,3074200.0,0
51559.0,0,6.34,3328191.0,0
80794.0,11,10.29,4496627.0,0
50442.0,12,15.23,1487182.0,0
34791.0,13,3.17,3452395.0,0
117063.0,22,1.35,2613353.0,0
114785.0,2,6.15,6340468.0,0
36723.0,15,4.03,1860985.0,0
362331.0,20,0.97,1520605.0,0
118210.0,16,9.69,3686734.0,0
91933.0,11,12.36,1748788.0,0
10612.0,16,9.08,1374041.0,0
102471.0,16,3.55,4618911.0,0
182714.0,11,13.34,3547815.0,0
25946.0,10,0.95,900000.0,0
69359.0,15,2.17,1687212.0,0
40629.0,16,15.31,1522265.0,0
377303.0,11,9.02,3990875.0,0
64705.0,19,11.58,6293573.0,0
280920.0,14,12.32,8684873.0,0
153283.0,12,8.61,4128808.0,0
61182.0,15,2.11,1532366.0,0
75539.0,13,4.42,1502935.0,0
68643.0,10,4.64,1658005.0,0
121080.0,19,3.66,3664869.0,0
58101.0,9,9.39,5615896.0,0
33009.0,15,6.81,975167.0,0
26797.0,21,13.29,3914565.0,0
91538.0,6,3.89,4664311.0,0
96616.0,10,9.69,3331433.0,0
48290.0,21,13.03,15000000.0,0
322336.0,8,0.84,3758449.0,0
22373.0,13,7.09,2850487.0,0
47978.0,21,19.31,3917314.0,0
74843.0,8,0.18,2075749.0,0
58856.0,7,2.65,1529627.0,0
147209.0,10,6.06,3531839.0,0
107519.0,8,3.42,5280990.0,0
21491.0,0,7.04,2460597.0,0
136333.0,13,7.38,4658835.0,0
38842.0,13,11.19,2277194.0,0
85538.0,22,6.63,6868080.0,0
94413.0,20,16.34,3151107.0,0
137522.0,0,6.73,3756516.0,0
246797.0,12,2.78,4267425.0,0
10067.0,9,3.12,1331061.0,0
68496.0,11,3.84,2533114.0,0
175503.0,11,17.31,7705308.0,0
116869.0,13,2.86,2856766.0,0
120495.0,8,4.21,6056022.0,0
14173.0,21,7.8,4553378.0,0
9514.0,14,5.54,1024668.0,0
65632.0,9,11.12,4131635.0,0
20881.0,12,3.14,1538889.0,0
46558.0,18,6.41,3232631.0,0
58509.0,12,5.16,2227854.0,0
82034.0,13,4.3,2833714.0,0
61622.0,18,1.99,2692948.0,0
92523.0,8,13.06,3199795.0,0
54956.0,21,4.04,2188130.0,0
28891.0,21,3.0,1331870.0,0
10897.0,10,4.59,1606639.0,0
191163.0,10,0.99,4634607.0,0
213519.0,15,2.69,7228930.0,0
37937.0,20,11.17,3182076.0,0
83053.0,9,3.5,4449906.0,0
85199.0,12,15.1,4791718.0,0
21261.0,22,2.7,1321036.0,0
26756.0,21,1.22,999661.0,0
162765.0,16,15.92,2722167.0,0
28073.0,12,1.89,988910.0,0
10376.0,10,1.17,2410303.0,0
17608.0,21,3.69,1241843.0,0
60155.0,13,13.59,1986550.0,0
49684.0,19,9.59,1852371.0,0
55847.0,18,4.8,3727054.0,0
41083.0,12,10.01,1961355.0,0
27585.0,8,1.62,1489373.0,0
21702.0,12,0.86,2876178.0,0
150715.0,17,3.53,14318761.0,0
36825.0,22,4.39,3671667.0,0
28369.0,12,6.26,960703.0,0
138418.0,19,4.23,2944215.0,0
463698.0,10,7.94,11515833.0,0
85304.0,20,6.7,3072979.0,0
963332.0,10,5.75,5663181.0,0
106003.0,12,5.67,5156109.0,0
43371.0,16,10.51,5382891.0,0
24957.0,19,5.12,4990602.0,0
336430.0,9,4.49,3270938.0,0
58749.0,13,6.73,2530066.0,0
51399.0,13,3.33,2402278.0,0
62228.0,19,0.76,2991481.0,0
178799.0,14,11.96,3541280.0,0
57035.0,10,12.71,1388188.0,0
61412.0,8,3.57,2399757.0,0
30658.0,13,19.83,2738226.0,0
141483.0,6,5.93,2971129.0,0
11943.0,19,6.99,2361489.0,0
69941.0,13,10.88,4362916.0,0
140568.0,14,4.7,2644348.0,0
238290.0,10,2.43,2277613.0,0
115978.0,18,8.02,1418140.0,0
107878.0,17,1.05,1825858.0,0
214506.0,8,4.56,3176901.0,0
26067.0,20,2.88,2989679.0,0
5060.0,12,5.94,912407.0,0
29452.0,8,8.92,4655207.0,0
26160.0,7,13.03,1902530.0,0
15529.0,16,4.3,1704993.0,0
120890.0,10,11.55,5169161.0,0
792847.0,16,4.09,5309313.0,0
39764.0,17,13.59,1893343.0,0
219829.0,0,1.94,2302579.0,0
16765.0,18,16.94,1428165.0,0
126659.0,18,12.9,4381733.0,0
90277.0,12,10.2,4605228.0,0
21980.0,16,4.76,2199593.0,0
212709.0,13,3.62,6019751.0,0
95344.0,14,11.08,4640583.0,0
46286.0,8,2.66,2615823.0,0
102906.0,13,14.09,4164062.0,0
32865.0,9,9.39,1126989.0,0
48019.0,18,30.79,2423183.0,0
61337.0,8,9.23,3215653.0,0
10893.0,13,2.88,2783994.0,0
175045.0,18,6.55,8645953.0,0
58836.0,20,4.05,3321487.0,0
78962.0,15,0.51,3425245.0,0
102854.0,12,7.81,1348811.0,0
84455.0,13,3.49,2525657.0,0
88904.0,20,5.8,1819719.0,1
140776.0,18,12.45,10190345.0,0
51694.0,13,4.98,2227820.0,0
44702.0,20,7.54,2989485.0,0
28978.0,10,6.36,5464725.0,0
39275.0,7,5.89,4018005.0,0
18991.0,22,19.5,1288397.0,0
105036.0,19,4.14,3978106.0,0
298571.0,14,27.99,4138326.0,0
26089.0,6,6.53,2533783.0,1
112407.0,15,10.64,3614602.0,0
83859.0,15,4.93,2966021.0,0
8070.0,8,3.12,1306904.0,0
117333.0,9,11.76,2053807.0,0
368572.0,10,17.31,2832085.0,0
35453.0,20,17.87,2028054.0,0
222274.0,7,16.58,3766305.0,0
31561.0,7,11.49,4858367.0,0
132066.0,10,9.96,3254375.0,0
17674.0,13,10.7,2281074.0,0
310341.0,12,1.25,5925010.0,0
307458.0,11,1.86,3020007.0,0
29882.0,15,1.85,3400960.0,0
15541.0,11,6.34,1839925.0,0
284067.0,14,7.44,2484106.0,0
419155.0,13,6.8,4848048.0,0
684480.0,12,2.64,4215086.0,0
88416.0,9,5.5,2526239.0,0
230958.0,8,4.34,2812725.0,0
40501.0,10,10.5,3123817.0,0
91160.0,19,4.08,1668569.0,0
176440.0,22,0.8,2528665.0,0
187333.0,7,10.15,2113318.0,0
31710.0,20,11.42,1306626.0,0
100957.0,10,0.81,3044432.0,0
187320.0,9,5.84,2587083.0,0
97656.0,7,7.23,1251729.0,0
23722.0,9,4.37,1808261.0,0
50572.0,8,16.04,2669044.0,0
43961.0,10,15.63,900000.0,0
61282.0,22,4.41,3098200.0,0
86281.0,20,6.08,3242411.0,0
36016.0,18,35.73,4000877.0,0
55116.0,17,7.59,2018221.0,0
69026.0,13,13.65,1280319.0,0
178140.0,10,2.6,3955779.0,0
31982.0,12,7.55,1314402.0,0
74543.0,15,12.17,3770246.0,0
48590.0,13,5.77,1930892.0,0
127399.0,14,3.58,1604680.0,0
32767.0,11,18.42,3292031.0,0
47275.0,8,2.33,5190624.0,0
38851.0,15,7.45,2568449.0,0
87742.0,16,9.96,2446021.0,0
9473.0,23,6.58,1106206.0,0
196823.0,18,3.44,4422848.0,0
26398.0,15,3.7,2914483.0,0
26274.0,14,6.41,2411365.0,0
89601.0,8,3.16,5750160.0,0
46562.0,15,23.02,1182385.0,0
86409.0,5,11.5,2121412.0,0
38366.0,11,16.55,2807479.0,0
863807.0,7,4.75,2379923.0,0
43850.0,22,12.28,900000.0,0
150427.0,17,3.17,3393135.0,0
160153.0,10,9.86,2753422.0,0
56187.0,18,13.86,4881928.0,0
171326.0,12,1.7,8598141.0,0
100327.0,11,3.77,2525093.0,0
57586.0,15,10.4,3459345.0,0
97251.0,9,1.15,3218136.0,0
119899.0,6,23.02,3074070.0,0
89609.0,13,7.45,2594905.0,0
33272.0,19,4.93,3463351.0,0
53682.0,10,6.19,5207550.0,0
12252.0,13,5.97,1755290.0,0
804354.0,7,7.39,7965583.0,0
108726.0,22,3.5,3699076.0,0
217837.0,8,8.04,3307715.0,0
17160.0,17,14.78,900000.0,0
84023.0,11,9.06,2783683.0,0
51098.0,7,3.33,1637018.0,0
309658.0,20,13.94,3840211.0,0
180369.0,7,6.87,4735952.0,0
165179.0,7,6.47,5270123.0,0
37942.0,11,11.75,2555116.0,0
47787.0,8,2.67,2687447.0,0
127484.0,16,2.18,3560983.0,0
44652.0,20,9.59,900000.0,0
43156.0,8,3.64,2205712.0,0
122518.0,17,7.18,2077344.0,0
47281.0,13,14.62,3728731.0,0
119045.0,8,16.42,2177251.0,0
252265.0,12,10.94,4215470.0,0
176426.0,14,6.09,2518240.0,0
49235.0,10,4.69,4481803.0,0
673286.0,8,9.91,9484928.0,0
148834.0,14,3.52,6596430.0,0
183201.0,18,14.23,4713972.0,0
218261.0,11,6.68,5255204.0,0
56829.0,7,8.29,2289545.0,0
67663.0,15,11.91,1832671.0,0
38970.0,20,2.23,1758312.0,0
34241.0,22,2.73,3118286.0,0
225031.0,18,19.87,6296476.0,0
102644.0,7,9.59,1874722.0,0
124335.0,13,2.5,3623304.0,0
31466.0,13,15.16,1410093.0,0
138741.0,8,9.86,1434230.0,0
59578.0,7,2.21,4487573.0,0
39871.0,15,35.42,1919223.0,0
5278.0,7,3.21,1889166.0,0
261131.0,19,5.65,8298859.0,0
75287.0,13,7.94,2908205.0,0
32780.0,8,6.21,2732333.0,0
21022.0,11,22.41,2467823.0,0
155257.0,15,2.66,3518577.0,0
96736.0,9,4.3,1897077.0,0
34665.0,9,6.7,2889674.0,0
77277.0,11,9.73,5090142.0,0
20034.0,9,4.28,2347305.0,0
